"2017-06-22 13:26:14","ajp-nio-8889-exec-5 | u:admin","0.711","Load Work Item for preview","drivepilot/DP-481 (null, 73)"
"2017-06-22 13:26:38","ajp-nio-8889-exec-2 | u:admin","1.238","Save Work Item","drivepilot/DP-485 (null, null)"
"2017-06-22 13:26:39","ajp-nio-8889-exec-6 | u:admin","0.042","Load Work Item for editing","drivepilot/DP-485 (null, 84)"
"2017-06-22 13:26:49","ajp-nio-8889-exec-7 | u:admin","2.636","Save Work Item","drivepilot/DP-485 (null, 84)"
"2017-06-22 13:26:50","ajp-nio-8889-exec-10 | u:admin","0.034","Load Work Item for editing","drivepilot/DP-485 (null, 85)"
"2017-06-22 13:27:04","ajp-nio-8889-exec-1 | u:admin","0.860","Save Work Item","drivepilot/DP-485 (null, 85)"
"2017-06-22 13:27:06","ajp-nio-8889-exec-4 | u:admin","0.037","Load Work Item for editing","drivepilot/DP-485 (null, 86)"
"2017-06-22 13:28:06","ajp-nio-8889-exec-3 | u:admin","1.767","Save Work Item","drivepilot/DP-486 (null, null)"
"2017-06-22 13:28:07","ajp-nio-8889-exec-7 | u:admin","0.026","Load Work Item for editing","drivepilot/DP-486 (null, 87)"
"2017-06-22 13:28:17","ajp-nio-8889-exec-8 | u:admin","0.828","Save Work Item","drivepilot/DP-486 (null, 87)"
"2017-06-22 13:28:18","ajp-nio-8889-exec-1 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-486 (null, 88)"
"2017-06-22 13:28:29","ajp-nio-8889-exec-2 | u:admin","1.084","Save Work Item","drivepilot/DP-486 (null, 88)"
"2017-06-22 13:28:30","ajp-nio-8889-exec-4 | u:admin","0.021","Load Work Item for editing","drivepilot/DP-486 (null, 89)"
