"2017-06-26 15:31:19","ajp-nio-8889-exec-6 | u:admin","3.036","Save Work Item","drivepilot/DP-489 (null, 214)"
"2017-06-26 15:31:20","ajp-nio-8889-exec-8 | u:admin","0.043","Load Work Item for editing","drivepilot/DP-489 (null, 215)"
"2017-06-26 15:31:53","ajp-nio-8889-exec-2 | u:admin","1.949","Save Work Item","drivepilot/DP-489 (null, 215)"
"2017-06-26 15:31:53","ajp-nio-8889-exec-4 | u:admin","0.038","Load Work Item for editing","drivepilot/DP-489 (null, 216)"
"2017-06-26 15:32:24","ajp-nio-8889-exec-6 | u:admin","0.827","Save Work Item","drivepilot/DP-489 (null, 216)"
"2017-06-26 15:32:25","ajp-nio-8889-exec-8 | u:admin","0.026","Load Work Item for editing","drivepilot/DP-489 (null, 217)"
"2017-06-26 15:32:30","ajp-nio-8889-exec-10 | u:admin","0.958","Save Work Item","drivepilot/DP-489 (null, 217)"
"2017-06-26 15:32:34","ajp-nio-8889-exec-3 | u:admin","0.028","Load Work Item for editing","drivepilot/DP-489 (null, 218)"
"2017-06-26 15:38:05","ajp-nio-8889-exec-4 | u:admin","0.773","Save Work Item","drivepilot/DP-489 (null, 218)"
"2017-06-26 15:38:07","ajp-nio-8889-exec-7 | u:admin","0.028","Load Work Item for editing","drivepilot/DP-489 (null, 219)"
"2017-06-26 15:38:14","ajp-nio-8889-exec-8 | u:admin","0.881","Save Work Item","drivepilot/DP-489 (null, 219)"
"2017-06-26 15:38:15","ajp-nio-8889-exec-1 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-489 (null, 220)"
"2017-06-26 15:38:46","ajp-nio-8889-exec-2 | u:admin","1.731","Save Work Item","drivepilot/DP-489 (null, 220)"
"2017-06-26 15:38:47","ajp-nio-8889-exec-4 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-489 (null, 221)"
"2017-06-26 15:38:52","ajp-nio-8889-exec-6 | u:admin","1.872","Save Work Item","drivepilot/DP-489 (null, 221)"
"2017-06-26 15:43:45","ajp-nio-8889-exec-9 | u:admin","0.030","Load Work Item for editing","drivepilot/DP-489 (null, 222)"
"2017-06-26 15:47:50","ajp-nio-8889-exec-10 | u:admin","1.829","Save Work Item","drivepilot/DP-489 (null, 222)"
"2017-06-26 15:47:50","ajp-nio-8889-exec-2 | u:admin","0.025","Load Work Item for editing","drivepilot/DP-489 (null, 223)"
"2017-06-26 15:47:56","ajp-nio-8889-exec-4 | u:admin","0.915","Save Work Item","drivepilot/DP-489 (null, 223)"
