"2017-06-26 16:58:41","ajp-nio-8889-exec-5 | u:admin","0.017","Load Work Item for preview","drivepilot/DP-509 (null, 250)"
"2017-06-26 16:58:43","ajp-nio-8889-exec-7 | u:admin","0.016","Load Work Item for preview","drivepilot/DP-484 (null, 250)"
"2017-06-26 16:58:45","ajp-nio-8889-exec-9 | u:admin","0.019","Load Work Item for editing","drivepilot/DP-484 (null, 250)"
"2017-06-26 17:08:48","ajp-nio-8889-exec-10 | u:admin","0.988","Save Work Item","drivepilot/DP-484 (null, 250)"
"2017-06-26 17:08:49","ajp-nio-8889-exec-3 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-484 (null, 251)"
"2017-06-26 17:08:57","ajp-nio-8889-exec-4 | u:admin","1.088","Save Work Item","drivepilot/DP-484 (null, 251)"
"2017-06-26 17:08:59","ajp-nio-8889-exec-7 | u:admin","0.021","Load Work Item for editing","drivepilot/DP-484 (null, 252)"
"2017-06-26 17:13:53","ajp-nio-8889-exec-8 | u:admin","0.857","Save Work Item","drivepilot/DP-484 (null, 252)"
"2017-06-26 17:13:53","ajp-nio-8889-exec-10 | u:admin","0.019","Load Work Item for editing","drivepilot/DP-484 (null, 253)"
"2017-06-26 17:13:58","ajp-nio-8889-exec-2 | u:admin","0.995","Save Work Item","drivepilot/DP-484 (null, 253)"
"2017-06-26 17:13:59","ajp-nio-8889-exec-5 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-484 (null, 254)"
"2017-06-26 17:14:46","ajp-nio-8889-exec-6 | u:admin","0.830","Save Work Item","drivepilot/DP-484 (null, 254)"
"2017-06-26 17:14:47","ajp-nio-8889-exec-9 | u:admin","0.020","Load Work Item for editing","drivepilot/DP-484 (null, 255)"
"2017-06-26 17:14:52","ajp-nio-8889-exec-10 | u:admin","1.091","Save Work Item","drivepilot/DP-484 (null, 255)"
"2017-06-26 17:15:06","ajp-nio-8889-exec-3 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-484 (null, 256)"
"2017-06-26 17:15:07","ajp-nio-8889-exec-4 | u:admin","0.015","Load Work Item for preview","drivepilot/DP-512 (null, 256)"
"2017-06-26 17:15:08","ajp-nio-8889-exec-6 | u:admin","0.017","Load Work Item for editing","drivepilot/DP-512 (null, 256)"
"2017-06-26 17:15:56","ajp-nio-8889-exec-7 | u:admin","0.035","Load Work Item for preview","drivepilot/DP-484 (null, 256)"
"2017-06-26 17:15:56","ajp-nio-8889-exec-8 | u:admin","0.021","Load Work Item for editing","drivepilot/DP-484 (null, 256)"
"2017-06-26 17:16:01","ajp-nio-8889-exec-10 | u:admin","0.805","Save Work Item","drivepilot/DP-484 (null, 256)"
"2017-06-26 17:16:02","ajp-nio-8889-exec-2 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-484 (null, 257)"
"2017-06-26 17:16:06","ajp-nio-8889-exec-4 | u:admin","0.965","Save Work Item","drivepilot/DP-484 (null, 257)"
"2017-06-26 17:16:06","ajp-nio-8889-exec-6 | u:admin","0.026","Load Work Item for editing","drivepilot/DP-484 (null, 258)"
"2017-06-26 17:16:08","ajp-nio-8889-exec-8 | u:admin","0.015","Load Work Item for preview","drivepilot/DP-513 (null, 258)"
"2017-06-26 17:18:15","ajp-nio-8889-exec-3 | u:admin","0.042","Load Work Item for editing","drivepilot/DP-513 (null, 258)"
"2017-06-26 17:18:17","ajp-nio-8889-exec-4 | u:admin","0.015","Load Work Item for preview","drivepilot/DP-484 (null, 258)"
"2017-06-26 17:18:17","ajp-nio-8889-exec-5 | u:admin","0.019","Load Work Item for editing","drivepilot/DP-484 (null, 258)"
"2017-06-26 17:18:27","ajp-nio-8889-exec-7 | u:admin","0.890","Save Work Item","drivepilot/DP-484 (null, 258)"
"2017-06-26 17:18:28","ajp-nio-8889-exec-10 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-484 (null, 259)"
"2017-06-26 17:18:33","ajp-nio-8889-exec-1 | u:admin","0.863","Save Work Item","drivepilot/DP-484 (null, 259)"
"2017-06-26 17:18:33","ajp-nio-8889-exec-3 | u:admin","0.023","Load Work Item for editing","drivepilot/DP-484 (null, 260)"
"2017-06-26 17:18:39","ajp-nio-8889-exec-5 | u:admin","0.956","Save Work Item","drivepilot/DP-484 (null, 260)"
"2017-06-26 17:18:41","ajp-nio-8889-exec-8 | u:admin","0.018","Load Work Item for preview","drivepilot/DP-514 (null, 261)"
"2017-06-26 17:21:50","ajp-nio-8889-exec-10 | u:admin","0.045","Load Work Item for editing","drivepilot/DP-514 (null, 261)"
"2017-06-26 17:24:12","ajp-nio-8889-exec-6 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.928","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-26 17:24:16","ajp-nio-8889-exec-8 | u:admin","0.099","Load Work Item for preview","drivepilot/DP-514 (null, 261)"
"2017-06-26 17:24:16","ajp-nio-8889-exec-1 | u:admin","0.016","Load Work Item for editing","drivepilot/DP-514 (null, 261)"
"2017-06-26 17:24:48","ajp-nio-8889-exec-4 | u:admin","1.031","Save Work Item","drivepilot/DP-514 (null, 261)"
"2017-06-26 17:24:52","ajp-nio-8889-exec-3 | u:admin","0.017","Load Work Item for preview","drivepilot/DP-515 (null, 264)"
"2017-06-26 17:24:55","ajp-nio-8889-exec-10 | u:admin","0.013","Load Work Item for preview","drivepilot/DP-514 (null, 264)"
"2017-06-26 17:24:58","ajp-nio-8889-exec-6 | u:admin","0.016","Load Work Item for editing","drivepilot/DP-514 (null, 264)"
"2017-06-26 17:25:27","ajp-nio-8889-exec-1 | u:admin","0.872","Save Work Item","drivepilot/DP-514 (null, 264)"
"2017-06-26 17:25:28","ajp-nio-8889-exec-2 | u:admin","0.018","Load Work Item for editing","drivepilot/DP-514 (null, 265)"
"2017-06-26 17:25:39","ajp-nio-8889-exec-8 | u:admin","0.776","Save Work Item","drivepilot/DP-514 (null, 265)"
"2017-06-26 17:25:39","ajp-nio-8889-exec-1 | u:admin","0.020","Load Work Item for editing","drivepilot/DP-514 (null, 266)"
"2017-06-26 17:25:45","ajp-nio-8889-exec-4 | u:admin","0.925","Save Work Item","drivepilot/DP-514 (null, 266)"
"2017-06-26 17:25:47","ajp-nio-8889-exec-10 | u:admin","0.018","Load Work Item for editing","drivepilot/DP-514 (null, 267)"
"2017-06-26 17:25:51","ajp-nio-8889-exec-7 | u:admin","0.014","Load Work Item for preview","drivepilot/DP-516 (null, 267)"
"2017-06-26 17:25:52","ajp-nio-8889-exec-8 | u:admin","0.015","Load Work Item for editing","drivepilot/DP-516 (null, 267)"
"2017-06-26 17:30:46","ajp-nio-8889-exec-9 | u:admin","0.029","Load Work Item for preview","drivepilot/DP-488 (null, 127)"
"2017-06-26 17:30:48","ajp-nio-8889-exec-2 | u:admin","0.017","Load Work Item for editing","drivepilot/DP-488 (null, 127)"
"2017-06-26 17:30:55","ajp-nio-8889-exec-5 | u:admin","0.885","Save Work Item","drivepilot/DP-488 (null, 127)"
"2017-06-26 17:30:56","ajp-nio-8889-exec-7 | u:admin","0.021","Load Work Item for editing","drivepilot/DP-488 (null, 268)"
"2017-06-26 17:32:09","ajp-nio-8889-exec-8 | u:admin","0.862","Save Work Item","drivepilot/DP-488 (null, 268)"
"2017-06-26 17:32:10","ajp-nio-8889-exec-1 | u:admin","0.018","Load Work Item for editing","drivepilot/DP-488 (null, 269)"
"2017-06-26 17:35:08","ajp-nio-8889-exec-8 | u:admin","1.799","Save Work Item","drivepilot/DP-488 (null, 269)"
"2017-06-26 17:36:36","ajp-nio-8889-exec-9 | u:admin","0.038","Load Work Item for editing","drivepilot/DP-488 (null, 270)"
"2017-06-26 17:36:47","ajp-nio-8889-exec-4 | u:admin","0.802","Save Work Item","drivepilot/DP-488 (null, 270)"
"2017-06-26 17:36:47","ajp-nio-8889-exec-5 | u:admin","0.017","Load Work Item for editing","drivepilot/DP-488 (null, 271)"
"2017-06-26 17:36:51","ajp-nio-8889-exec-7 | u:admin","0.950","Save Work Item","drivepilot/DP-488 (null, 271)"
