"2017-06-22 11:37:14","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.867","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-22 11:37:15","ajp-nio-8889-exec-1 | u:admin","0.482","Load Work Item for preview","drivepilot/DP-481 (null, 73)"
"2017-06-22 11:37:42","ajp-nio-8889-exec-7 | u:admin","1.250","Save Work Item","drivepilot/DP-482 (null, null)"
"2017-06-22 11:37:43","ajp-nio-8889-exec-1 | u:admin","0.033","Load Work Item for editing","drivepilot/DP-482 (null, 77)"
"2017-06-22 11:38:19","ajp-nio-8889-exec-8 | u:admin","0.802","Save Work Item","drivepilot/DP-482 (null, 77)"
"2017-06-22 11:38:20","ajp-nio-8889-exec-4 | u:admin","0.028","Load Work Item for editing","drivepilot/DP-482 (null, 78)"
"2017-06-22 11:40:27","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.382","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-22 11:40:30","ajp-nio-8889-exec-4 | u:admin","0.103","Load Work Item for preview","drivepilot/DP-482 (null, 78)"
"2017-06-22 11:41:08","ajp-nio-8889-exec-1 | u:admin","1.893","Save Work Item","drivepilot/DP-483 (null, null)"
"2017-06-22 11:41:08","ajp-nio-8889-exec-9 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-483 (null, 80)"
"2017-06-22 11:42:04","ajp-nio-8889-exec-3 | u:admin","0.015","Load Work Item for preview","drivepilot/DP-483 (null, 80)"
"2017-06-22 11:42:05","ajp-nio-8889-exec-2 | u:admin","0.019","Load Work Item for editing","drivepilot/DP-483 (null, 80)"
