"2017-06-26 13:39:30","ajp-nio-8889-exec-5 | u:admin","0.696","Load Work Item for editing","NEW_CAPA/CAPA-31 (null, 186)"
"2017-06-26 13:39:36","ajp-nio-8889-exec-9 | u:admin","0.059","Load Projects Tree",""
"2017-06-26 13:39:40","ajp-nio-8889-exec-9 | u:admin","0.388","Load Work Item for preview","drivepilot/DP-489 (null, 116)"
"2017-06-26 13:41:28","ajp-nio-8889-exec-3 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.951","Load Wiki Page","/_default/Home (1)"
"2017-06-26 13:41:31","ajp-nio-8889-exec-2 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.387","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-26 13:48:23","ajp-nio-8889-exec-8 | u:admin","0.345","Load Rich Page for preview","NEW_CAPA/_default/Home (null, 186)"
"2017-06-26 13:48:24","ajp-nio-8889-exec-7 | u:admin","0.162","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client9_iw_1"
"2017-06-26 13:48:24","ajp-nio-8889-exec-2 | u:admin","0.160","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client5_iw_1"
"2017-06-26 13:48:24","ajp-nio-8889-exec-6 | u:admin","0.168","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client13_iw_1"
"2017-06-26 13:48:24","ajp-nio-8889-exec-9 | u:admin","0.167","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client16_iw_1"
"2017-06-26 13:48:24","ajp-nio-8889-exec-5 | u:admin","0.250","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptBlock/polarion_client11"
"2017-06-26 13:48:24","ajp-nio-8889-exec-1 | u:admin","0.215","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.activityStream/polarion_client1"
"2017-06-26 13:48:26","ajp-nio-8889-exec-5 | u:admin","0.055","Load Work Item for preview","NEW_CAPA/CAPA-34 (null, 186)"
"2017-06-26 13:48:33","ajp-nio-8889-exec-3 | u:admin","0.047","Load Work Item for preview","NEW_CAPA/CAPA-19 (null, 186)"
"2017-06-26 13:48:49","ajp-nio-8889-exec-7 | u:admin","2.125","Save Work Item","NEW_CAPA/CAPA-35 (null, null)"
"2017-06-26 13:48:49","ajp-nio-8889-exec-5 | u:admin","0.019","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 193)"
"2017-06-26 13:50:47","ajp-nio-8889-exec-2 | u:admin","0.027","Load Rich Page for preview","NEW_CAPA/_default/Home (null, 186)"
"2017-06-26 13:50:48","ajp-nio-8889-exec-3 | u:admin","0.034","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptBlock/polarion_client11"
"2017-06-26 13:50:48","ajp-nio-8889-exec-6 | u:admin","0.048","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client5_iw_1"
"2017-06-26 13:50:48","ajp-nio-8889-exec-7 | u:admin","0.057","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client13_iw_1"
"2017-06-26 13:50:48","ajp-nio-8889-exec-1 | u:admin","0.051","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client16_iw_1"
"2017-06-26 13:50:48","ajp-nio-8889-exec-9 | u:admin","0.056","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client9_iw_1"
"2017-06-26 13:50:48","ajp-nio-8889-exec-10 | u:admin","0.063","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.activityStream/polarion_client1"
"2017-06-26 13:50:49","ajp-nio-8889-exec-1 | u:admin","0.018","Load Work Item for preview","NEW_CAPA/CAPA-35 (null, 193)"
"2017-06-26 13:50:51","ajp-nio-8889-exec-5 | u:admin","0.018","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 193)"
"2017-06-26 13:50:59","ajp-nio-8889-exec-4 | u:admin","0.748","Save Work Item","NEW_CAPA/CAPA-35 (null, 193)"
"2017-06-26 13:51:00","ajp-nio-8889-exec-3 | u:admin","0.019","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 195)"
"2017-06-26 13:51:34","ajp-nio-8889-exec-6 | u:admin","1.860","Save Work Item","NEW_CAPA/CAPA-35 (null, 195)"
"2017-06-26 13:51:35","ajp-nio-8889-exec-1 | u:admin","0.016","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 196)"
"2017-06-26 13:51:53","ajp-nio-8889-exec-10 | u:admin","0.741","Save Work Item","NEW_CAPA/CAPA-35 (null, 196)"
"2017-06-26 13:51:53","ajp-nio-8889-exec-8 | u:admin","0.018","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 197)"
"2017-06-26 13:52:31","ajp-nio-8889-exec-6 | u:admin","0.025","Load Rich Page for preview","NEW_CAPA/_default/Home (null, 186)"
"2017-06-26 13:52:31","ajp-nio-8889-exec-10 | u:admin","0.049","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptBlock/polarion_client11"
"2017-06-26 13:52:31","ajp-nio-8889-exec-8 | u:admin","0.087","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client5_iw_1"
"2017-06-26 13:52:31","ajp-nio-8889-exec-4 | u:admin","0.082","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client9_iw_1"
"2017-06-26 13:52:31","ajp-nio-8889-exec-5 | u:admin","0.087","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client16_iw_1"
"2017-06-26 13:52:31","ajp-nio-8889-exec-9 | u:admin","0.090","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client13_iw_1"
"2017-06-26 13:52:31","ajp-nio-8889-exec-2 | u:admin","0.127","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.activityStream/polarion_client1"
"2017-06-26 13:52:33","ajp-nio-8889-exec-9 | u:admin","0.016","Load Work Item for preview","NEW_CAPA/CAPA-35 (null, 197)"
"2017-06-26 13:52:34","ajp-nio-8889-exec-3 | u:admin","0.017","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 197)"
"2017-06-26 13:52:55","ajp-nio-8889-exec-1 | u:admin","0.730","Save Work Item","NEW_CAPA/CAPA-35 (null, 197)"
"2017-06-26 13:52:56","ajp-nio-8889-exec-10 | u:admin","0.014","Load Work Item for editing","NEW_CAPA/CAPA-35 (null, 198)"
"2017-06-26 13:53:13","ajp-nio-8889-exec-4 | u:admin","0.013","Load Work Item for preview","NEW_CAPA/CAPA-19 (null, 186)"
"2017-06-26 13:53:14","ajp-nio-8889-exec-5 | u:admin","0.019","Load Work Item for editing","NEW_CAPA/CAPA-19 (null, 186)"
"2017-06-26 13:53:29","ajp-nio-8889-exec-9 | u:admin","2.519","Save Work Item","NEW_CAPA/CAPA-19 (null, 186)"
"2017-06-26 13:53:30","ajp-nio-8889-exec-7 | u:admin","0.016","Load Work Item for editing","NEW_CAPA/CAPA-19 (null, 199)"
"2017-06-26 13:53:36","ajp-nio-8889-exec-1 | u:admin","0.754","Save Work Item","NEW_CAPA/CAPA-19 (null, 199)"
"2017-06-26 13:53:37","ajp-nio-8889-exec-10 | u:admin","0.018","Load Work Item for editing","NEW_CAPA/CAPA-19 (null, 200)"
"2017-06-26 13:54:02","ajp-nio-8889-exec-8 | u:admin","0.762","Save Work Item","NEW_CAPA/CAPA-19 (null, 200)"
"2017-06-26 13:54:03","ajp-nio-8889-exec-7 | u:admin","0.017","Load Work Item for editing","NEW_CAPA/CAPA-19 (null, 201)"
"2017-06-26 13:56:00","ajp-nio-8889-exec-6 | u:admin","0.049","Load Rich Page for preview","NEW_CAPA/_default/Home (null, 186)"
"2017-06-26 13:56:00","ajp-nio-8889-exec-8 | u:admin","0.023","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptBlock/polarion_client11"
"2017-06-26 13:56:00","ajp-nio-8889-exec-5 | u:admin","0.026","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client13_iw_1"
"2017-06-26 13:56:00","ajp-nio-8889-exec-9 | u:admin","0.025","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client16_iw_1"
"2017-06-26 13:56:00","ajp-nio-8889-exec-2 | u:admin","0.023","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client9_iw_1"
"2017-06-26 13:56:00","ajp-nio-8889-exec-7 | u:admin","0.026","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.scriptInline/polarion_client5_iw_1"
"2017-06-26 13:56:00","ajp-nio-8889-exec-3 | u:admin","0.097","Render Widget for preview","NEW_CAPA/_default/Home (null, 186)/com.polarion.activityStream/polarion_client1"
"2017-06-26 13:56:02","ajp-nio-8889-exec-2 | u:admin","0.013","Load Work Item for preview","NEW_CAPA/CAPA-34 (null, 186)"
"2017-06-26 13:56:04","ajp-nio-8889-exec-10 | u:admin","0.055","Load Work Item for preview","NEW_CAPA/CAPA-35 (null, 198)"
"2017-06-26 13:56:09","ajp-nio-8889-exec-9 | u:admin","0.019","Load Work Item for preview","NEW_CAPA/CAPA-19 (null, 201)"
"2017-06-26 13:56:12","ajp-nio-8889-exec-7 | u:admin","0.038","Load Work Item for preview","NEW_CAPA/CAPA-16 (null, 186)"
"2017-06-26 13:56:13","ajp-nio-8889-exec-4 | u:admin","0.019","Load Work Item for editing","NEW_CAPA/CAPA-16 (null, 186)"
"2017-06-26 13:56:25","ajp-nio-8889-exec-10 | u:admin","0.703","Save Work Item","NEW_CAPA/CAPA-16 (null, 186)"
"2017-06-26 13:56:26","ajp-nio-8889-exec-9 | u:admin","0.017","Load Work Item for editing","NEW_CAPA/CAPA-16 (null, 202)"
"2017-06-26 13:56:49","ajp-nio-8889-exec-1 | u:admin","1.920","Save Work Item","NEW_CAPA/CAPA-36 (null, null)"
"2017-06-26 13:56:50","ajp-nio-8889-exec-6 | u:admin","0.019","Load Work Item for editing","NEW_CAPA/CAPA-36 (null, 203)"
"2017-06-26 13:57:00","ajp-nio-8889-exec-9 | u:admin","0.834","Save Work Item","NEW_CAPA/CAPA-36 (null, 203)"
"2017-06-26 13:57:01","ajp-nio-8889-exec-3 | u:admin","0.016","Load Work Item for editing","NEW_CAPA/CAPA-36 (null, 204)"
