"2017-06-22 10:38:07","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.643","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-22 10:38:09","ajp-nio-8889-exec-7 | u:admin","0.783","Load Work Item for preview","drivepilot/DP-85 (null, 1)"
"2017-06-22 10:38:10","ajp-nio-8889-exec-8 | u:admin","0.414","Load Work Item for editing","drivepilot/DP-85 (null, 1)"
"2017-06-22 10:38:20","ajp-nio-8889-exec-10 | u:admin","0.372","Load Work Item for preview","drivepilot/DP-433 (null, 1)"
"2017-06-22 10:38:21","ajp-nio-8889-exec-4 | u:admin","0.055","Load Work Item for editing","drivepilot/DP-433 (null, 1)"
"2017-06-22 10:38:59","ajp-nio-8889-exec-6 | u:admin","1.147","Save Work Item","drivepilot/DP-480 (null, null)"
"2017-06-22 10:39:00","ajp-nio-8889-exec-5 | u:admin","0.031","Load Work Item for editing","drivepilot/DP-480 (null, 62)"
"2017-06-22 10:39:06","ajp-nio-8889-exec-2 | u:admin","0.808","Save Work Item","drivepilot/DP-480 (null, 62)"
"2017-06-22 10:39:07","ajp-nio-8889-exec-9 | u:admin","0.029","Load Work Item for editing","drivepilot/DP-480 (null, 63)"
"2017-06-22 10:39:13","ajp-nio-8889-exec-10 | u:admin","0.833","Save Work Item","drivepilot/DP-480 (null, 63)"
"2017-06-22 10:39:14","ajp-nio-8889-exec-8 | u:admin","0.032","Load Work Item for editing","drivepilot/DP-480 (null, 64)"
"2017-06-22 10:39:20","ajp-nio-8889-exec-3 | u:admin","0.795","Save Work Item","drivepilot/DP-480 (null, 64)"
"2017-06-22 10:39:20","ajp-nio-8889-exec-7 | u:admin","0.025","Load Work Item for editing","drivepilot/DP-480 (null, 65)"
"2017-06-22 10:39:27","ajp-nio-8889-exec-9 | u:admin","0.756","Save Work Item","drivepilot/DP-480 (null, 65)"
"2017-06-22 10:39:28","ajp-nio-8889-exec-10 | u:admin","0.025","Load Work Item for editing","drivepilot/DP-480 (null, 66)"
"2017-06-22 10:39:34","ajp-nio-8889-exec-8 | u:admin","0.734","Save Work Item","drivepilot/DP-480 (null, 66)"
"2017-06-22 10:39:40","ajp-nio-8889-exec-5 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-480 (null, 67)"
