"2017-06-22 15:40:39","ajp-nio-8889-exec-5 | u:admin","0.798","Load Work Item for editing","drivepilot/DP-482 (null, 98)"
"2017-06-22 15:40:46","ajp-nio-8889-exec-6 | u:admin","1.193","Save Work Item","drivepilot/DP-482 (null, 98)"
"2017-06-22 15:40:47","ajp-nio-8889-exec-9 | u:admin","0.034","Load Work Item for editing","drivepilot/DP-482 (null, 99)"
"2017-06-22 15:41:03","ajp-nio-8889-exec-10 | u:admin","1.746","Save Work Item","drivepilot/DP-482 (null, 99)"
"2017-06-22 15:41:03","ajp-nio-8889-exec-2 | u:admin","0.048","Load Work Item for editing","drivepilot/DP-482 (null, 100)"
"2017-06-22 15:41:09","ajp-nio-8889-exec-4 | u:admin","0.876","Save Work Item","drivepilot/DP-482 (null, 100)"
"2017-06-22 15:41:25","ajp-nio-8889-exec-7 | u:admin","0.027","Load Work Item for editing","drivepilot/DP-482 (null, 101)"
"2017-06-22 15:41:33","ajp-nio-8889-exec-8 | u:admin","1.651","Save Work Item","drivepilot/DP-482 (null, 101)"
"2017-06-22 15:41:34","ajp-nio-8889-exec-10 | u:admin","0.032","Load Work Item for editing","drivepilot/DP-482 (null, 102)"
"2017-06-22 15:41:43","ajp-nio-8889-exec-2 | u:admin","1.933","Save Work Item","drivepilot/DP-482 (null, 102)"
