"2017-06-22 14:53:20","ajp-nio-8889-exec-10 | u:admin | uri:/polarion/wiki/bin/view/page/Home","1.790","Load Wiki Page","/_default/Home (1)"
"2017-06-22 14:53:40","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.447","Load Wiki Page","drivepilot/_default/Home (1)"
