"2017-06-26 17:51:54","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.857","Load Wiki Page","/_default/Home (1)"
"2017-06-26 17:52:45","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.464","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-26 17:52:47","ajp-nio-8889-exec-8 | u:admin","0.411","Load Work Item for preview","drivepilot/DP-521 (null, 277)"
"2017-06-26 17:52:48","ajp-nio-8889-exec-4 | u:admin","0.166","Load Work Item for editing","drivepilot/DP-521 (null, 277)"
"2017-06-26 17:52:57","ajp-nio-8889-exec-5 | u:admin","0.024","Load Work Item for preview","drivepilot/DP-488 (null, 277)"
"2017-06-26 17:52:58","ajp-nio-8889-exec-2 | u:admin","0.028","Load Work Item for editing","drivepilot/DP-488 (null, 277)"
"2017-06-26 17:53:04","ajp-nio-8889-exec-9 | u:admin","0.984","Save Work Item","drivepilot/DP-488 (null, 277)"
"2017-06-26 17:53:05","ajp-nio-8889-exec-7 | u:admin","0.028","Load Work Item for editing","drivepilot/DP-488 (null, 279)"
"2017-06-26 17:54:38","ajp-nio-8889-exec-10 | u:admin","89.543","Save Work Item","drivepilot/DP-488 (null, 279)"
"2017-06-26 17:54:40","ajp-nio-8889-exec-5 | u:admin","0.026","Load Work Item for editing","drivepilot/DP-488 (null, 280)"
"2017-06-26 17:55:59","ajp-nio-8889-exec-6 | u:admin","0.858","Save Work Item","drivepilot/DP-488 (null, 280)"
"2017-06-26 17:55:59","ajp-nio-8889-exec-10 | u:admin","0.026","Load Work Item for editing","drivepilot/DP-488 (null, 281)"
"2017-06-26 17:56:26","ajp-nio-8889-exec-4 | u:admin","0.788","Save Work Item","drivepilot/DP-488 (null, 281)"
"2017-06-26 17:56:26","ajp-nio-8889-exec-2 | u:admin","0.024","Load Work Item for editing","drivepilot/DP-488 (null, 282)"
