"2017-06-23 14:10:27","ajp-nio-8889-exec-6 | u:admin","1.835","Save Work Item","elibrary/EL-190 (null, 151)"
"2017-06-23 14:10:28","ajp-nio-8889-exec-8 | u:admin","0.049","Load Work Item for editing","elibrary/EL-190 (null, 152)"
"2017-06-23 14:10:33","ajp-nio-8889-exec-10 | u:admin","1.026","Save Work Item","elibrary/EL-190 (null, 152)"
"2017-06-23 14:10:34","ajp-nio-8889-exec-3 | u:admin","0.035","Load Work Item for editing","elibrary/EL-190 (null, 153)"
